ISO_TIME,NATURE,LAT,LON,SID,SEASON,NUMBER,SUBBASIN,NAME,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_GUST,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
8/16/17 6:00,DS,13.7,-45.8,2017228N14314,2017,61,,HARVEY,25,1013,hurdat_atl,main,1209,1157,O_____________,hurdat_atl,AL092017,13.7,-45.8, ,LO,25,1013,-3, , , , , , , , , , , , ,1013,150,80, , , , , , ,16,271
8/16/17 9:00,DS,13.713,-46.5999,2017228N14314,2017,61,,HARVEY, , , ,main,1157,1109,P_____________, ,AL092017,13.713,-46.5999, ,LO,25,1011,-3, , , , , , , , , , , , ,1013,150,80, , , , , , ,16,270
8/16/17 12:00,DS,13.7,-47.4,2017228N14314,2017,61,,HARVEY,25,1010,hurdat_atl,main,1109,1067,O_____________,hurdat_atl,AL092017,13.7,-47.4, ,LO,25,1010,-3, , , , , , , , , , , , ,1013,150,80, , , , , , ,16,268
8/16/17 15:00,DS,13.6497,-48.2001,2017228N14314,2017,61,,HARVEY, , , ,main,1057,1018,P_____________, ,AL092017,13.6497,-48.2001, ,LO,25,1009,-3, , , , , , , , , , , , ,1013,150,80, , , , , , ,16,266
8/16/17 18:00,DS,13.6,-49,2017228N14314,2017,61,,HARVEY,25,1009,hurdat_atl,main,1018,986,O_____________,hurdat_atl,AL092017,13.6,-49, ,LO,25,1009,-3, , , , , , , , , , , , ,1013,150,80, , , , , , ,16,268
8/16/17 21:00,DS,13.6074,-49.8148,2017228N14314,2017,61,,HARVEY, , , ,main,986,948,P_____________, ,AL092017,13.6074,-49.8148, ,LO,25,1009,-3, , , , , , , , , , , , ,1012,135,80, , , , , , ,16,270
8/17/17 0:00,DS,13.6,-50.6,2017228N14314,2017,61,,HARVEY,25,1010,hurdat_atl,main,948,908,O_____________,hurdat_atl,AL092017,13.6,-50.6, ,LO,25,1010,-3, , , , , , , , , , , , ,1012,120,80, , , , , , ,15,267
8/17/17 3:00,DS,13.5222,-51.315,2017228N14314,2017,61,,HARVEY, , , ,main,908,874,P_____________, ,AL092017,13.5222,-51.315, ,LO,25,1009,-3, , , , , , , , , , , , ,1012,120,75, , , , , , ,14,262
8/17/17 6:00,TS,13.4,-52,2017228N14314,2017,61,,HARVEY,25,1008,hurdat_atl,main,874,847,O_____________,hurdat_atl,AL092017,13.4,-52, ,TD,25,1008,-1, , , , , , , , , , , , ,1012,120,70, , , , , , ,14,258
8/17/17 9:00,TS,13.2422,-52.6851,2017228N14314,2017,61,,HARVEY, , , ,main,834,811,P_____________, ,AL092017,13.2422,-52.6851, ,TD,27,1008,-1, , , , , , , , , , , , ,1012,120,70, , , , , , ,14,258
8/17/17 12:00,TS,13.1,-53.4,2017228N14314,2017,61,,HARVEY,30,1008,hurdat_atl,main,811,775,O_____________,hurdat_atl,AL092017,13.1,-53.4, ,TD,30,1008,-1, , , , , , , , , , , , ,1012,120,70,40, , , , , ,15,262
8/17/17 15:00,TS,13.0274,-54.1849,2017228N14314,2017,61,,HARVEY, , , ,main,767,702,P_____________, ,AL092017,13.0274,-54.1849, ,TD,32,1006,-1, , , , , , , , , , , , ,1012,120,50, , , , , , ,16,266
8/17/17 18:00,TS,13,-55,2017228N14314,2017,61,,HARVEY,35,1004,hurdat_atl,main,702,631,O_____________,hurdat_atl,AL092017,13,-55, ,TS,35,1004,0,30, , ,30, , , , , , , , ,1012,120,30,45, , , , , ,16,269
8/17/17 21:00,TS,12.9921,-55.7849,2017228N14314,2017,61,,HARVEY, , , ,main,622,543,P_____________, ,AL092017,12.9921,-55.7849, ,TS,37,1003,0,40, , ,40, , , , , , , , ,1011,120,30, , , , , , ,16,270
8/18/17 0:00,TS,13,-56.6,2017228N14314,2017,61,,HARVEY,40,1003,hurdat_atl,main,543,469,O_____________,hurdat_atl,AL092017,13,-56.6, ,TS,40,1003,0,50, , ,50, , , , , , , , ,1010,120,30,45,12,30, , ,30,17,270
8/18/17 3:00,TS,12.9862,-57.4859,2017228N14314,2017,61,,HARVEY, , , ,main,459,390,P_____________, ,AL092017,12.9862,-57.4859, ,TS,40,1003,0,50, , ,50, , , , , , , , ,1010,120,30, ,12,45, , ,45,18,270
8/18/17 6:00,TS,13,-58.4,2017228N14314,2017,61,,HARVEY,40,1004,hurdat_atl,main,382,332,O_____________,hurdat_atl,AL092017,13,-58.4, ,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30,45,12,60, , ,60,18,273
8/18/17 9:00,TS,13.0822,-59.2799,2017228N14314,2017,61,,HARVEY, , , ,main,326,308,P_____________, ,AL092017,13.0822,-59.2799, ,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30, ,12,60, , ,60,18,275
8/18/17 10:00,TS,13.1,-59.6,2017228N14314,2017,61,CS,HARVEY,40,1004,hurdat_atl,main,308,282,V_____________,hurdat_atl,AL092017,13.1,-59.6,L,TS,40,1004,0,50, , ,50, , , , , , , , ,1010,120,30, ,12,60, , ,60,20,271
8/18/17 12:00,TS,13.1,-60.3,2017228N14314,2017,61,CS,HARVEY,40,1004,hurdat_atl,main,279,269,O_____________,hurdat_atl,AL092017,13.1,-60.3, ,TS,40,1004,0,60, , ,60, , , , , , , , ,1010,120,40,45,12,60, , ,60,19,274
8/18/17 15:00,TS,13.2,-61.2,2017228N14314,2017,61,CS,HARVEY,40,1004,hurdat_atl,main,279,279,V_____________,hurdat_atl,AL092017,13.2,-61.2,L,TS,40,1004,0,60, , ,60, , , , , , , , ,1010,120,40, ,12,67, , ,60,19,273
8/18/17 18:00,TS,13.2,-62.2,2017228N14314,2017,61,CS,HARVEY,35,1005,hurdat_atl,main,279,279,O_____________,hurdat_atl,AL092017,13.2,-62.2, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1010,120,60,45,12,75, , ,60,19,273
8/18/17 21:00,TS,13.286,-63.1271,2017228N14314,2017,61,CS,HARVEY, , , ,main,291,291,P_____________, ,AL092017,13.286,-63.1271, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1009,120,60, ,12,112, , ,60,18,277
8/19/17 0:00,TS,13.4,-64,2017228N14314,2017,61,CS,HARVEY,35,1005,hurdat_atl,main,313,313,O_____________,hurdat_atl,AL092017,13.4,-64, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1009,120,60,45,12,150, , ,60,17,276
8/19/17 3:00,TS,13.4496,-64.8502,2017228N14314,2017,61,CS,HARVEY, , , ,main,322,322,P_____________, ,AL092017,13.4496,-64.8502, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1008,120,60, ,12,105, , ,52,17,273
8/19/17 6:00,TS,13.5,-65.7,2017228N14314,2017,61,CS,HARVEY,35,1005,hurdat_atl,main,326,324,O_____________,hurdat_atl,AL092017,13.5,-65.7, ,TS,35,1005,0,60, , ,60, , , , , , , , ,1008,120,60,45,12,60, , ,45,17,275
8/19/17 9:00,TS,13.5998,-66.5999,2017228N14314,2017,61,CS,HARVEY, , , ,main,332,293,P_____________, ,AL092017,13.5998,-66.5999, ,TS,32,1005,-1, , , , , , , , , , , , ,1008,110,60, ,12,60, , ,52,18,277
8/19/17 12:00,TS,13.7,-67.5,2017228N14314,2017,61,CS,HARVEY,30,1006,hurdat_atl,main,293,249,O_____________,hurdat_atl,AL092017,13.7,-67.5, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,100,60,45,12,60, , ,60,17,275
8/19/17 15:00,TS,13.7496,-68.3502,2017228N14314,2017,61,CS,HARVEY, , , ,main,241,204,P_____________, ,AL092017,13.7496,-68.3502, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,100,60, , , , , , ,17,273
8/19/17 18:00,DS,13.8,-69.2,2017228N14314,2017,61,CS,HARVEY,30,1007,hurdat_atl,main,204,191,O_____________,hurdat_atl,AL092017,13.8,-69.2, ,WV,30,1007,-3, , , , , , , , , , , , ,1009,100,60,40, , , , , ,17,275
8/19/17 21:00,DS,13.8922,-70.085,2017228N14314,2017,61,CS,HARVEY, , , ,main,201,190,P_____________, ,AL092017,13.8922,-70.085, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,140,60, , , , , , ,18,277
8/20/17 0:00,DS,14,-71,2017228N14314,2017,61,CS,HARVEY,30,1007,hurdat_atl,main,187,179,O_____________,hurdat_atl,AL092017,14,-71, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,180,60,40, , , , , ,18,277
8/20/17 3:00,DS,14.0995,-71.9276,2017228N14314,2017,61,CS,HARVEY, , , ,main,191,191,P_____________, ,AL092017,14.0995,-71.9276, ,WV,30,1007,-3, , , , , , , , , , , , ,1008,180,60, , , , , , ,19,276
